time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-28T05:40:29.307Z,1.8402,126.8486,107.757,4.6,mb,62,74,1.181,0.86,us,us7000nnkx,2024-10-28T07:00:38.040Z,"129 km W of Tobelo, Indonesia",earthquake,7.72,5.307,0.076,52,reviewed,us,us
2024-10-28T03:01:16.311Z,10.5846,-86.0658,43.977,4.7,mb,86,135,1.133,0.49,us,us7000nnk5,2024-10-28T04:27:36.040Z,"40 km NW of Tamarindo, Costa Rica",earthquake,3.95,9.291,0.046,144,reviewed,us,us
2024-10-28T02:46:25.197Z,-25.9186,179.8509,481.253,5,mb,98,44,3.855,0.77,us,us7000nnjz,2024-10-28T17:45:14.385Z,"south of the Fiji Islands",earthquake,10.06,6.19,0.033,299,reviewed,us,us
2024-10-28T02:02:57.639Z,-7.1143,125.7699,473.806,4.8,mb,76,45,3.812,0.62,us,us7000nnjr,2024-10-28T02:51:07.813Z,"156 km N of Metinaro, Timor Leste",earthquake,9.41,6.445,0.068,67,reviewed,us,us
2024-10-28T00:14:44.985Z,4.9065,-82.6777,10,4.9,mww,43,152,3.539,1.03,us,us7000nnja,2024-10-28T00:29:08.040Z,"south of Panama",earthquake,11.14,1.95,0.063,24,reviewed,us,us
2024-10-27T22:06:33.387Z,-17.8848,-178.1657,621.325,4.9,mb,96,55,2.74,0.87,us,us7000nnix,2024-10-27T22:24:54.040Z,"267 km E of Levuka, Fiji",earthquake,10.83,7.958,0.031,331,reviewed,us,us
2024-10-27T21:16:14.227Z,-22.0233,-68.6679,130.716,4.7,mb,43,62,0.579,1.14,us,us7000nnit,2024-10-27T21:34:12.040Z,"54 km NNE of Calama, Chile",earthquake,6.2,5.242,0.1,30,reviewed,us,us
2024-10-27T20:58:18.623Z,-1.9776,137.452,23.808,4.7,mww,25,71,3.292,0.8,us,us7000nniq,2024-10-27T21:18:51.040Z,"176 km ESE of Biak, Indonesia",earthquake,9.51,5.259,0.089,12,reviewed,us,us
2024-10-27T17:07:10.414Z,37.6398,35.9939,10,4.9,mww,88,56,0.285,0.68,us,us7000nni1,2024-10-27T19:49:17.591Z,"20 km SSE of Feke, Turkey",earthquake,3.64,1.846,0.061,26,reviewed,us,us
2024-10-27T15:56:21.504Z,5.7602,126.6937,10.286,4.6,mb,28,185,1.709,0.91,us,us7000nnhw,2024-10-30T07:26:34.461Z,"87 km SE of Pondaguitan, Philippines",earthquake,10.31,5.735,0.129,21,reviewed,us,us
2024-10-27T13:35:08.442Z,-1.0647,127.4176,43.101,4.7,mb,48,83,1.825,0.95,us,us7000nnhg,2024-10-27T14:11:46.040Z,"49 km S of Labuha, Indonesia",earthquake,6.65,7.128,0.081,50,reviewed,us,us
2024-10-27T13:32:39.450Z,-1.0937,127.2956,39.997,4.5,mb,36,86,1.854,0.95,us,us7000nnhf,2024-10-27T14:14:45.040Z,"55 km SSW of Labuha, Indonesia",earthquake,4.04,7.955,0.116,26,reviewed,us,us
2024-10-27T10:21:45.232Z,23.9745,121.6705,29.378,5.1,mb,60,69,0.21,1.2,us,us7000nngq,2024-10-27T11:22:24.223Z,"6 km E of Hualien City, Taiwan",earthquake,4.3,4.161,0.065,78,reviewed,us,us
2024-10-27T09:50:12.706Z,-23.4878,-67.6152,141.958,4.9,mww,53,67,0.744,1.43,us,us7000nngm,2024-10-27T10:27:21.040Z,"87 km SE of San Pedro de Atacama, Chile",earthquake,8.42,6.263,0.093,11,reviewed,us,us
2024-10-27T04:49:47.183Z,54.5922,160.5824,73.159,5.3,mb,82,73,1.945,0.99,us,us7000nnff,2024-10-27T05:07:31.040Z,"127 km E of Mil’kovo, Russia",earthquake,7.71,5.867,0.023,636,reviewed,us,us
2024-10-27T00:31:15.345Z,23.8912,-46.3543,10,5,mb,110,127,15.696,0.73,us,us7000nneu,2024-10-27T00:49:47.040Z,"northern Mid-Atlantic Ridge",earthquake,6.9,1.868,0.038,216,reviewed,us,us
2024-10-26T15:52:03.526Z,2.1685,121.7549,557.563,4.6,mb,39,79,1.432,1.01,us,us7000nnck,2024-10-26T16:13:23.040Z,"231 km NW of Gorontalo, Indonesia",earthquake,12.99,9.202,0.097,32,reviewed,us,us
2024-10-26T14:21:56.464Z,-8.4622,119.8829,181.826,4.6,mb,46,69,2.335,0.93,us,us7000nnc7,2024-10-26T15:27:06.040Z,"3 km N of Labuan Bajo, Indonesia",earthquake,8.28,6.498,0.086,41,reviewed,us,us
2024-10-26T12:56:21.744Z,-7.0352,129.1733,185.31,4.6,mb,49,79,2.6,0.59,us,us7000nnbu,2024-10-26T13:19:45.040Z,"290 km NE of Lospalos, Timor Leste",earthquake,7.59,7.439,0.079,47,reviewed,us,us
2024-10-26T12:22:02.675Z,9.0865,39.9241,10,4.8,mb,76,100,3.764,0.75,us,us7000nnhu,2024-10-27T16:17:20.186Z,"20 km N of Metahāra, Ethiopia",earthquake,10.91,1.897,0.071,62,reviewed,us,us
2024-10-26T12:21:38.880Z,9.0948,39.919,10,4.7,mb,59,92,3.762,0.72,us,us7000nnhs,2024-10-27T16:17:37.211Z,"21 km N of Metahāra, Ethiopia",earthquake,7.83,1.879,0.077,51,reviewed,us,us
2024-10-26T08:35:57.316Z,40.941,84.0086,10,5.1,mb,100,76,4.123,0.57,us,us7000nnak,2024-10-26T08:52:09.040Z,"124 km SE of Kuqa, China",earthquake,9.03,1.866,0.046,152,reviewed,us,us
2024-10-26T07:23:56.000Z,-50.2584,69.3776,10,5.2,mb,53,68,1.057,0.7,us,us7000nnai,2024-10-26T08:19:03.597Z,"117 km SSW of Port-aux-Français, French Southern Territories",earthquake,7.62,1.873,0.078,54,reviewed,us,us
2024-10-26T01:21:57.493Z,12.6102,-88.2041,57.083,4.8,mb,50,150,0.861,0.9,us,us7000nn9u,2024-10-26T01:44:07.703Z,"66 km SSW of Intipucá, El Salvador",earthquake,5.48,8.153,0.029,367,reviewed,us,us
2024-10-25T21:55:37.423Z,7.6813,-82.2226,30.712,4.7,mb,85,148,1.306,1,us,us7000nn8v,2024-10-25T22:21:50.040Z,"59 km S of Boca Chica, Panama",earthquake,7.03,4.6,0.067,67,reviewed,us,us
2024-10-25T21:20:23.221Z,35.7799,139.3177,74.256,4.5,mb,27,134,1.176,0.42,us,us7000nn8r,2024-10-26T05:21:08.566Z,"1 km N of Hamura, Japan",earthquake,7.04,8.794,0.15,13,reviewed,us,us
2024-10-25T15:04:23.620Z,36.5508333,-117.056,4.58,4.54,ml,34,147,0.5094,0.16,ci,ci40964384,2024-10-31T22:31:11.924Z,"10 km SE of Stovepipe Wells, CA",earthquake,0.26,31.61,0.109,15,reviewed,ci,ci
2024-10-25T14:46:22.315Z,13.9643,-92.7139,10,5.8,mww,93,137,1.615,1.84,us,us7000nn6t,2024-10-30T15:59:04.280Z,"82 km SW of Brisas Barra de Suchiate, Mexico",earthquake,7.09,1.888,0.052,35,reviewed,us,us
2024-10-25T14:01:26.454Z,-19.3184,-172.9618,10,5.7,mww,27,104,2.878,0.88,us,us7000nn5q,2024-10-28T15:20:06.342Z,"130 km SE of Neiafu, Tonga",earthquake,10.98,1.934,0.065,23,reviewed,us,us
2024-10-25T11:17:06.466Z,37.0211,142.113,35,4.7,mb,37,125,3.17,0.73,us,us7000nn3x,2024-10-25T12:08:35.040Z,"103 km ESE of Tomioka, Japan",earthquake,5.98,1.797,0.111,26,reviewed,us,us
2024-10-25T08:05:08.330Z,36.6026667,-117.0955,4.34,4.72,mw,34,146,0.4488,0.17,ci,ci40964128,2024-10-30T21:33:20.042Z,"5 km E of Stovepipe Wells, CA",earthquake,0.34,31.61,,6,reviewed,ci,ci
2024-10-25T06:31:50.854Z,43.2631,146.6395,82.22,4.9,mb,51,169,2.856,0.55,us,us7000nn2q,2024-10-25T06:51:34.040Z,"59 km S of Shikotan, Russia",earthquake,10.31,8.275,0.051,121,reviewed,us,us
2024-10-25T05:38:05.105Z,-21.7442,-68.5302,127.376,5,mww,71,43,0.663,1.22,us,us7000nn2i,2024-10-25T06:00:35.341Z,"64 km SSW of Ollagüe, Chile",earthquake,7.11,5.827,0.069,20,reviewed,us,us
2024-10-25T05:04:32.252Z,-6.1831,154.5809,405.976,4.5,mb,51,125,3.116,0.72,us,us7000nn2f,2024-10-25T05:59:32.040Z,"101 km W of Panguna, Papua New Guinea",earthquake,12.5,8.075,0.063,74,reviewed,us,us
2024-10-25T02:12:23.833Z,31.9498,141.7206,10,4.6,mb,55,122,1.986,0.73,us,us7000nn1v,2024-10-25T03:15:35.040Z,"Izu Islands, Japan region",earthquake,6.09,1.818,0.074,56,reviewed,us,us
2024-10-25T00:00:31.680Z,-5.294,151.7037,56.39,5.1,mb,78,32,1.188,0.58,us,us7000nn1g,2024-10-25T02:55:52.040Z,"122 km SSW of Kokopo, Papua New Guinea",earthquake,9.24,3.793,0.053,113,reviewed,us,us
2024-10-24T23:28:19.850Z,-16.1208,-173.8975,91.259,5.4,mww,99,44,3.002,0.57,us,us7000nn19,2024-10-29T13:30:49.040Z,"21 km SSW of Hihifo, Tonga",earthquake,8.29,4.345,0.103,9,reviewed,us,us
2024-10-24T21:13:20.646Z,54.8821,-118.737,10,4.6,mb,80,37,0.723,0.74,us,us7000nn0c,2024-10-27T10:30:01.441Z,"31 km S of Grande Prairie, Canada",earthquake,5.92,1.899,0.042,165,reviewed,us,us
2024-10-24T20:31:59.118Z,5.4101,-78.3878,10,4.6,mb,55,121,2.948,0.59,us,us7000nmzv,2024-10-24T21:10:26.040Z,"124 km WNW of Pizarro, Colombia",earthquake,7.25,1.909,0.086,41,reviewed,us,us
2024-10-24T19:32:35.975Z,-31.1624,-179.8553,344.446,5,mb,66,75,2.528,0.86,us,us7000nmzf,2024-10-24T19:57:34.040Z,"Kermadec Islands region",earthquake,11.45,7.233,0.039,216,reviewed,us,us
2024-10-24T19:23:14.552Z,-17.4608,-70.808,116.55,5,mb,44,71,1.008,1.47,us,us7000nmzd,2024-10-24T20:01:11.295Z,"17 km NNW of Locumba, Peru",earthquake,7.15,3.422,0.077,54,reviewed,us,us
2024-10-24T18:52:09.570Z,-5.0468,152.2399,57.198,5.2,mb,60,62,0.853,0.84,us,us7000nmz2,2024-10-24T19:30:33.040Z,"77 km S of Kokopo, Papua New Guinea",earthquake,8.99,7.044,0.038,232,reviewed,us,us
2024-10-24T17:51:28.383Z,25.5386,142.6739,10,5.1,mww,94,68,1.612,1.36,us,us7000nmyu,2024-10-24T18:42:19.453Z,"Volcano Islands, Japan region",earthquake,9.15,1.856,0.073,18,reviewed,us,us
2024-10-24T17:39:27.833Z,-21.7152,-67.4286,191.875,4.7,mb,42,68,1.413,1.25,us,us7000nmyt,2024-10-24T17:59:00.040Z,"101 km ESE of Ollagüe, Chile",earthquake,8.52,7.718,0.081,47,reviewed,us,us
2024-10-24T17:22:43.663Z,-2.3421,134.2625,30.391,4.9,mb,53,61,2.092,0.41,us,us7000nmyq,2024-10-24T17:40:00.040Z,"86 km ESE of Bintuni, Indonesia",earthquake,8.34,5.584,0.096,34,reviewed,us,us
2024-10-24T16:42:42.269Z,-10.0022,160.9375,10,4.7,mb,15,234,1.125,0.75,us,us7000nmym,2024-10-24T17:19:08.040Z,"118 km WNW of Kirakira, Solomon Islands",earthquake,8.61,1.986,0.159,12,reviewed,us,us
2024-10-24T11:45:38.989Z,-28.649,-71.6233,31.392,5,mb,56,141,0.656,0.82,us,us7000nmum,2024-10-24T12:05:25.040Z,"84 km W of Vallenar, Chile",earthquake,5.32,5.101,0.049,134,reviewed,us,us
2024-10-24T07:14:29.702Z,52.3155,-170.5674,35,5,mb,120,126,0.618,1.05,us,us7000nmtw,2024-11-12T07:24:44.350Z,"134 km WSW of Nikolski, Alaska",earthquake,4.79,1.897,0.03,365,reviewed,us,us
2024-10-24T05:21:39.056Z,14.8307,53.2686,10,4.6,mb,44,192,10.433,0.54,us,us7000nmta,2024-10-24T08:16:30.040Z,"192 km SE of Al Ghayz̧ah, Yemen",earthquake,14.72,1.969,0.085,41,reviewed,us,us
2024-10-24T04:30:51.001Z,-42.0085,80.0152,10,5.7,mww,46,53,27.281,0.73,us,us7000nmsy,2024-10-29T10:13:36.040Z,"Mid-Indian Ridge",earthquake,11.84,1.84,0.08,15,reviewed,us,us
2024-10-24T04:30:00.309Z,-41.8336,79.7972,10,5,mb,26,148,27.411,0.68,us,us7000nmsx,2024-10-24T04:50:42.040Z,"Mid-Indian Ridge",earthquake,11.17,1.887,0.12,22,reviewed,us,us
2024-10-24T00:38:44.840Z,28.6659,52.1336,10,4.8,mb,67,51,5.192,0.61,us,us7000nms2,2024-10-24T00:51:05.040Z,"47 km WSW of Fīrūzābād, Iran",earthquake,6.32,1.894,0.055,102,reviewed,us,us
2024-10-23T22:36:00.656Z,-24.3221,-67.0919,180.323,4.5,mb,31,75,1.689,0.85,us,us7000nmrh,2024-10-23T22:59:46.040Z,"79 km W of San Antonio de los Cobres, Argentina",earthquake,9.3,7.478,0.124,19,reviewed,us,us
2024-10-23T21:30:10.973Z,-27.8215,-176.6164,10,5.1,mb,71,69,1.829,0.95,us,us7000nmra,2024-10-23T22:00:18.040Z,"Kermadec Islands region",earthquake,9.76,1.54,0.052,120,reviewed,us,us
2024-10-23T20:02:44.453Z,-16.4679,-172.1624,10,4.6,mb,36,124,2.571,0.76,us,us7000nrd9,2024-11-12T20:42:28.040Z,"183 km ESE of Hihifo, Tonga",earthquake,12.93,1.828,0.094,34,reviewed,us,us
2024-10-23T19:20:54.336Z,-17.8318,-174.9004,230.38,4.9,mb,32,66,4.675,0.76,us,us7000nmqr,2024-11-12T20:13:41.040Z,"132 km NW of Neiafu, Tonga",earthquake,10.61,6.623,0.095,35,reviewed,us,us
2024-10-23T18:19:50.019Z,25.3686,142.7449,10,4.6,mb,49,129,1.792,0.73,us,us7000nrdd,2024-11-12T19:36:56.040Z,"Volcano Islands, Japan region",earthquake,11.02,1.902,0.083,43,reviewed,us,us
2024-10-23T14:38:05.139Z,49.401,155.6979,48.564,6.2,mww,203,38,3.919,0.86,us,us7000nmlt,2024-10-25T16:54:32.040Z,"145 km SSW of Severo-Kuril’sk, Russia",earthquake,7.91,6.165,0.037,69,reviewed,us,us
2024-10-23T13:45:18.377Z,23.6517,141.8982,108.359,4.7,mb,61,109,3.439,0.73,us,us7000nmln,2024-10-23T15:10:19.040Z,"Volcano Islands, Japan region",earthquake,12.51,7.749,0.049,133,reviewed,us,us
2024-10-23T06:05:14.093Z,-40.9535,-91.4091,10,5,mb,72,148,13.739,1.04,us,us7000nmk2,2024-10-23T06:43:15.040Z,"West Chile Rise",earthquake,12.9,1.884,0.052,116,reviewed,us,us
2024-10-23T03:12:10.339Z,31.0355,140.8554,72.78,4.7,mb,47,97,2.254,0.55,us,us7000nmjm,2024-10-23T22:34:24.040Z,"Izu Islands, Japan region",earthquake,11.7,6.123,0.087,40,reviewed,us,us
2024-10-22T22:18:04.096Z,16.717,-99.1767,56.281,4.9,mww,103,158,1.024,0.78,us,us7000nmi9,2024-10-29T07:54:05.040Z,"5 km W of Cruz Grande, Mexico",earthquake,8.85,7.513,0.053,34,reviewed,us,us
2024-10-22T19:49:32.406Z,2.7718,-84.4081,10,4.6,mb,69,80,5.748,0.83,us,us7000nmhe,2024-11-11T21:08:34.040Z,"off the coast of Central America",earthquake,9.71,1.869,0.073,55,reviewed,us,us
2024-10-22T19:43:33.733Z,-13.6417,66.05,10,4.6,mb,20,157,58.008,0.71,us,us7000nr6r,2024-11-11T21:21:57.040Z,"Mid-Indian Ridge",earthquake,13.81,1.865,0.172,11,reviewed,us,us
2024-10-22T18:14:17.547Z,5.6923,126.344,10,4.5,mb,36,128,1.565,0.71,us,us7000nr6m,2024-11-11T20:17:23.040Z,"76 km SSE of Pondaguitan, Philippines",earthquake,10.59,1.813,0.108,25,reviewed,us,us
2024-10-22T15:45:37.672Z,-23.8293,-179.7206,463.18,5.5,mww,95,75,5.627,0.59,us,us7000nmg9,2024-10-23T17:42:52.533Z,"south of the Fiji Islands",earthquake,10.43,6.121,0.073,18,reviewed,us,us
2024-10-22T12:48:54.037Z,-1.0635,127.374,10,4.9,mb,86,80,1.823,0.52,us,us7000nmeb,2024-10-22T13:36:14.040Z,"49 km SSW of Labuha, Indonesia",earthquake,6.78,1.852,0.07,67,reviewed,us,us
2024-10-22T12:43:52.670Z,-7.861,108.3777,89.798,4.9,mb,63,28,0.823,0.79,us,us7000nmea,2024-10-24T20:23:47.627Z,"56 km SSE of Kawalu, Indonesia",earthquake,6.92,6.37,0.082,47,reviewed,us,us
2024-10-22T12:35:42.942Z,1.1321,127.1007,159.321,4.5,mb,46,54,0.446,0.68,us,us7000nme9,2024-10-28T08:51:03.040Z,"49 km NW of Ternate, Indonesia",earthquake,8.01,5.483,0.089,37,reviewed,us,us
2024-10-22T12:08:33.285Z,-3.048,147.4333,10,5,mb,57,49,4.855,0.61,us,us7000nme7,2024-10-23T13:29:06.040Z,"113 km S of Lorengau, Papua New Guinea",earthquake,7.1,1.843,0.085,44,reviewed,us,us
2024-10-22T02:36:18.550Z,-6.0558,130.3665,10,5.1,mb,78,43,1.591,0.58,us,us7000nmcs,2024-11-12T01:39:42.040Z,"268 km W of Tual, Indonesia",earthquake,6.97,1.733,0.077,54,reviewed,us,us
2024-10-22T01:12:37.193Z,36.1641,141.3193,35,4.5,mb,40,151,2.539,0.59,us,us7000nmck,2024-11-11T23:19:19.040Z,"64 km ENE of Kashima-shi, Japan",earthquake,9.28,1.951,0.11,24,reviewed,us,us
2024-10-21T20:25:35.787Z,-17.7732,-178.6631,556.614,4.7,mb,94,72,2.279,0.68,us,us7000nmby,2024-11-09T17:03:53.040Z,"216 km E of Levuka, Fiji",earthquake,11.52,6.61,0.028,393,reviewed,us,us
2024-10-21T19:22:50.877Z,-1.1008,127.443,10,4.5,mb,32,105,1.861,0.67,us,us7000nmbm,2024-11-09T16:57:14.040Z,"52 km S of Labuha, Indonesia",earthquake,7.78,1.798,0.115,22,reviewed,us,us
2024-10-21T16:02:44.463Z,-17.5017,-178.2268,535.852,4.6,mb,76,111,2.515,0.81,us,us7000nmav,2024-11-10T18:14:22.040Z,"267 km ENE of Levuka, Fiji",earthquake,13.02,6.953,0.065,71,reviewed,us,us
2024-10-21T15:15:13.675Z,-1.1539,127.3576,10,4.7,mb,45,66,1.913,0.72,us,us6000p03l,2024-11-10T16:37:14.040Z,"59 km SSW of Labuha, Indonesia",earthquake,6.82,1.869,0.099,31,reviewed,us,us
2024-10-21T14:11:32.872Z,42.7601,143.6798,118.661,4.6,mb,102,76,0.839,0.53,us,us6000p02e,2024-11-10T16:18:06.810Z,"6 km SSE of Honchō, Japan",earthquake,7.01,2.046,0.046,141,reviewed,us,us
2024-10-21T08:35:08.646Z,-1.093,127.4696,10,5,mb,43,83,1.855,0.56,us,us6000p00d,2024-10-21T08:53:33.040Z,"51 km S of Labuha, Indonesia",earthquake,5.88,1.755,0.097,34,reviewed,us,us
2024-10-21T08:24:06.089Z,-1.1634,127.3904,10,5.2,mb,68,77,1.922,0.5,us,us6000p00b,2024-10-21T08:40:51.040Z,"60 km S of Labuha, Indonesia",earthquake,7.11,1.865,0.072,63,reviewed,us,us
2024-10-21T08:08:33.226Z,-1.1854,127.2924,10,4.9,mb,43,82,1.945,0.59,us,us6000p00a,2024-10-21T08:30:52.040Z,"65 km SSW of Labuha, Indonesia",earthquake,6.74,1.886,0.087,41,reviewed,us,us
2024-10-21T06:32:35.642Z,-1.0991,127.4181,10,5.7,mb,72,78,1.859,0.67,us,us6000p000,2024-10-22T06:36:04.138Z,"52 km S of Labuha, Indonesia",earthquake,5.15,1.841,0.049,150,reviewed,us,us
2024-10-21T06:09:39.122Z,-17.9663,-178.562,569.439,4.5,mb,37,95,2.469,0.86,us,us6000nzzw,2024-10-22T07:58:51.040Z,"224 km E of Levuka, Fiji",earthquake,11.06,8.19,0.099,30,reviewed,us,us
2024-10-21T05:35:49.196Z,52.6667,172.4989,43.229,5,mb,114,110,3.794,0.58,us,us6000nzzt,2024-11-12T05:45:56.315Z,"50 km WSW of Attu Station, Alaska",earthquake,9.32,7.33,0.029,388,reviewed,us,us
2024-10-21T04:58:11.134Z,-7.5198,127.8825,142.002,4.5,mb,23,76,3.593,0.74,us,us7000nqns,2024-11-10T05:04:35.040Z,"147 km NE of Lospalos, Timor Leste",earthquake,12.24,9.855,0.171,10,reviewed,us,us
2024-10-21T04:17:54.412Z,-1.0815,127.4653,10,4.5,mb,33,82,1.843,0.42,us,us7000nqnq,2024-11-10T03:58:56.040Z,"50 km S of Labuha, Indonesia",earthquake,7.07,1.893,0.121,20,reviewed,us,us
2024-10-21T04:12:15.170Z,-1.1441,127.4188,10,5.1,mww,97,30,1.904,0.68,us,us6000nzzb,2024-11-10T03:50:36.040Z,"57 km S of Labuha, Indonesia",earthquake,5.77,1.671,0.073,18,reviewed,us,us
2024-10-21T04:10:23.009Z,-1.0986,127.3707,10,4.8,mb,56,59,1.858,0.79,us,us6000nzza,2024-11-10T01:57:03.040Z,"53 km SSW of Labuha, Indonesia",earthquake,6.99,1.874,0.088,40,reviewed,us,us
2024-10-21T03:53:05.041Z,-1.1704,127.2159,10,4.8,mb,46,57,1.935,0.76,us,us6000nzz3,2024-11-10T01:29:43.040Z,"66 km SSW of Labuha, Indonesia",earthquake,3.82,1.868,0.102,30,reviewed,us,us
2024-10-21T03:42:48.790Z,-1.0938,127.2738,10,4.5,mb,32,110,1.855,0.58,us,us7000nqnp,2024-11-10T01:23:47.040Z,"56 km SSW of Labuha, Indonesia",earthquake,8.83,1.902,0.121,20,reviewed,us,us
2024-10-21T03:24:16.325Z,-1.1761,127.4439,16,5.8,mww,111,26,1.936,0.75,us,us6000nzyn,2024-11-10T00:16:32.594Z,"61 km S of Labuha, Indonesia",earthquake,5.85,1.353,0.055,32,reviewed,us,us
2024-10-21T02:41:51.845Z,-28.1506,-175.9643,10,4.5,mb,16,265,2.044,1.1,us,us7000nqnn,2024-11-09T23:18:58.040Z,"Kermadec Islands region",earthquake,13.36,1.995,0.15,13,reviewed,us,us
2024-10-20T23:22:17.999Z,-12.479,166.9805,205.772,5,mb,54,53,8.431,0.55,us,us6000nzxu,2024-10-20T23:38:25.040Z,"166 km NNW of Sola, Vanuatu",earthquake,11.19,6.214,0.083,46,reviewed,us,us
2024-10-20T22:59:40.810Z,-30.8936,-68.7474,107.654,5.7,mww,32,89,0.652,0.53,us,us6000nzxj,2024-10-21T23:02:49.169Z,"63 km NNW of Albardón, Argentina",earthquake,6.31,8.017,0.039,63,reviewed,us,us
2024-10-20T18:31:41.560Z,-11.4561,166.1707,81.085,4.5,mb,42,140,6.441,0.56,us,us7000nqn1,2024-11-09T14:53:42.040Z,"90 km SSE of Lata, Solomon Islands",earthquake,4.38,7.528,0.092,35,reviewed,us,us
2024-10-20T18:05:25.762Z,-4.1673,152.7611,72.575,4.5,mb,26,109,0.596,0.49,us,us6000nzwp,2024-11-09T13:44:37.040Z,"58 km ENE of Kokopo, Papua New Guinea",earthquake,9.52,5.061,0.124,19,reviewed,us,us
2024-10-20T17:44:49.716Z,39.3464,73.5829,10,4.6,mb,77,86,1.354,0.77,us,us6000nzwl,2024-11-09T13:47:42.040Z,"108 km S of Gul’cha, Kyrgyzstan",earthquake,6.25,1.887,0.068,64,reviewed,us,us
2024-10-20T16:20:41.025Z,-9.3889,161.4662,10,4.5,mb,19,140,1.499,1.11,us,us7000nqmr,2024-11-09T14:50:37.040Z,"108 km SE of Auki, Solomon Islands",earthquake,7.97,1.937,0.191,10,reviewed,us,us
2024-10-20T16:13:51.494Z,5.2988,94.31,64.394,4.6,mb,47,131,2.627,0.83,us,us6000nzwe,2024-11-09T14:42:38.040Z,"116 km WSW of Banda Aceh, Indonesia",earthquake,7.87,7.962,0.076,56,reviewed,us,us
2024-10-20T13:56:17.030Z,-23.1028,-66.3751,225.005,4.5,mb,27,72,2.953,0.8,us,us6000nzw3,2024-11-08T21:08:22.040Z,"72 km W of El Aguilar, Argentina",earthquake,7.05,8.86,0.136,16,reviewed,us,us
2024-10-20T12:31:07.587Z,-21.8931,-179.5015,591.313,5.5,mww,75,58,4.725,0.65,us,us6000nzvu,2024-11-09T08:19:08.288Z,"Fiji region",earthquake,11.03,7.534,0.068,21,reviewed,us,us
2024-10-20T10:06:51.920Z,-24.5689,-177.1379,154.518,4.8,mb,56,107,4.711,1.01,us,us6000nzve,2024-11-09T09:26:34.040Z,"south of the Fiji Islands",earthquake,11.34,6.755,0.044,163,reviewed,us,us
2024-10-20T10:00:01.194Z,13.8634,92.8425,17.641,4.7,mb,24,102,6.114,1.06,us,us7000nqmm,2024-11-09T09:57:56.040Z,"239 km N of Bamboo Flat, India",earthquake,9.86,4.143,0.147,14,reviewed,us,us
2024-10-20T09:09:00.541Z,-5.5106,154.2549,133.911,4.8,mb,58,90,2.462,0.98,us,us6000nzv6,2024-11-09T09:37:57.040Z,"162 km WNW of Panguna, Papua New Guinea",earthquake,8.57,4.445,0.064,74,reviewed,us,us
2024-10-20T08:02:37.802Z,-29.1675,-71.0128,68.255,4.7,mb,54,131,0.315,0.62,us,us6000nzux,2024-11-09T08:07:37.294Z,"70 km SSW of Vallenar, Chile",earthquake,4.23,2.789,0.052,112,reviewed,us,us
2024-10-20T05:24:49.031Z,0.3682,121.0182,107.402,4.6,mb,26,136,0.775,1.14,us,us6000nzu9,2024-11-09T07:56:29.040Z,"190 km NE of Palu, Indonesia",earthquake,6.76,6.792,0.125,19,reviewed,us,us
2024-10-20T04:44:42.987Z,3.5772,127.8858,79.634,4.8,mb,56,109,2.835,0.73,us,us6000nzu5,2024-11-09T00:39:04.040Z,"204 km N of Tobelo, Indonesia",earthquake,9.09,7.291,0.092,39,reviewed,us,us
2024-10-19T23:37:48.826Z,42.9381,145.0497,109.239,4.6,mb,52,179,1.677,1.04,us,us6000nzt2,2024-11-12T03:23:29.040Z,"19 km SE of Akkeshi, Japan",earthquake,10.23,8.126,0.088,39,reviewed,us,us
2024-10-19T22:26:15.835Z,-26.3158,-68.8537,106.629,4.6,mb,106,46,1.576,0.85,us,us6000nzsk,2024-11-12T03:48:02.040Z,"119 km E of Diego de Almagro, Chile",earthquake,7.78,6.817,0.056,94,reviewed,us,us
2024-10-19T18:46:46.309Z,-30.7774,-175.7911,10,4.5,mb,8,247,2.385,0.54,us,us6000nzrz,2024-10-25T19:28:20.040Z,"Kermadec Islands region",earthquake,15.76,2.025,0.139,15,reviewed,us,us
2024-10-19T18:07:13.885Z,0.4727,119.8821,65.111,5.2,mww,196,17,1.1,0.68,us,us6000nzru,2024-10-26T18:26:31.040Z,"152 km N of Palu, Indonesia",earthquake,6.3,4.588,0.078,16,reviewed,us,us
2024-10-19T17:29:13.026Z,-6.0105,146.7063,42.929,4.7,mb,44,60,3.402,0.94,us,us6000nzrq,2024-10-19T20:58:24.500Z,"85 km NNW of Lae, Papua New Guinea",earthquake,6.99,6.291,0.08,48,reviewed,us,us
2024-10-19T15:36:20.602Z,5.2966,94.2601,57.732,4.7,mb,39,169,2.677,0.81,us,us6000nzrf,2024-10-19T16:12:41.040Z,"121 km WSW of Banda Aceh, Indonesia",earthquake,10.2,8.235,0.097,32,reviewed,us,us
2024-10-19T15:29:24.126Z,-23.9434,-67.4746,284.274,4.5,mb,28,91,2.288,0.44,us,us6000nzrd,2024-10-19T16:05:41.040Z,"121 km WNW of San Antonio de los Cobres, Argentina",earthquake,12.45,12.772,0.156,12,reviewed,us,us
